Account,Total Pdex rewards,Initial Claimable rewards,Factor,DOT Contributed
5FNgFpYj7SHQcfKBTzWPtcpm6N1pFK88VWdDomGsP1Ehzavj,12.328896,3.082224,0.000001911101,6
5DCjQu4mXApvYnHX53qM3npmRCa5gZ9Mj4udFoxzTzjCMouZ,30.82224,7.70556,0.000004777752,15
5HGabetgTWWsoRJxdZP11ns2yi1oVaenXEBprfKHp7tpw7NH,215.75568,53.93892,0.00003344427,105
5CZ41NsruXsc46BYL8X41poyA577mCgfzFpvTi2koPEhf7WD,408.846739109036,102.211684777259,0.0000633753,198.9699998
5ELuWR3shA9rsMsv8JDwjUruXBqn6dw6W8Wk4mdghMcpmMgi,513.704,128.426,0.000079629216,250
5F6Zo5NWLziDVjt1JV1s26m3HFdhjJqPBWQy7WF3PXAnrN1Q,20.54816,5.13704,0.000003185168,10
5H3n6vK7q3xAJY8LgjUJqkewNkbDSbKW1nZgK5BQHZZoryW1,51.3704,12.8426,0.000007962921,25
5FpsZyUPfNcrP3L8PCkpbEuX81xkVV19LqQdNLzQedj7ZPJ1,20.54816,5.13704,0.000003185168,10
5GTazrSxa1DEsr6AiC3STg8buy3TPG8kXD9GHFMN8BLP1Rzi,41.09632,10.27408,0.000006370337,20
5CzHzdeHwCfNpShJNVkATVrHDZ7f9VnJMeFZDTnLeMdoWBoH,216.783088,54.195772,0.000033603529,105.5
5GxQALJbZtpcYiaarTLa8Yc2PPFTw98KwsJ9npsHNVt3RArX,10.27408,2.56852,0.000001592584,5
5HYmgkA83aryQc9eKEkdkY1KpWZ1a3BJjhfquYY7pGBz19BW,14.383712,3.595928,0.000002229618,7
5EtUVjpu9zAM6hUG4VJnA8PTWzh5CxhwNjRdeTYSbjuKmQUE,14.383712,3.595928,0.000002229618,7
5CQB3RhZmy13tKTqNyfnGhBraqEjMvqGhZBwREGwmhD5mYS8,16.0275648,4.0068912,0.000002484431,7.8
5DFt8mi2gS7DEu1GMaaA63kibnU9nFav7H1gL4qK6mYjGneY,20.54816,5.13704,0.000003185168,10
5Hp1GM6rvDJgxXufx1kg5SYcuuygVg5fVuLEpQChq2JqSnFE,45.205952,11.301488,0.000007007371,22
5H6nNQZU7d3YAvnpGxrsRDgpwbc4JkWzZ6DhQvfNkKLXb6qL,216.5776064,54.1444016,0.000033571677,105.4
5D58NaDT6H33wuFtdvuxrCTJ9hRmNRngoyNb6iJgz5FtJu1p,10.27408,2.56852,0.000001592584,5
5CFwqVVMiQoJt5pn3moDrR3fRzFUz6gVnu6qw5vZJMcwnhsp,20.54816,5.13704,0.000003185168,10
5FqGaEGmc13dVS2cb3R25Qua3EjMKgMxBp6X1HwYFhtm2Feb,2486.32736,621.58184,0.000385405406,1210
5G9z8don9BoBksKr1rRDQpBX8Q9ytZg9w62bsqewVEGQHyJG,10.27408,2.56852,0.000001592584,5
5F1dMRz22FbQMHiT99eBfLMG7ahRmMkAdAkVwpq62xMTVKPL,41.09632,10.27408,0.000006370337,20
5CPPXkxBuRRsP5GngySevNWnv8kNpF2JoMs6acTesaiejZ5K,41.09632,10.27408,0.000006370337,20
5Ei1gqb3zQv639gqyWf3VupFaUsHWdjFXEQw2P85xaGxYBKX,214.728272,53.682068,0.000033285012,104.5
5Dcp8E85kHCc1BA3TCoxTKEW5a59jyVn6LAKXuTY1yx6V4LY,30.82224,7.70556,0.000004777752,15
5GQorZ1UtHA74Bijv1hGvQ46tke9cYadNPuGYJuoWhzeJKwX,10.27408,2.56852,0.000001592584,5
5H5u3B3hsTHETkeQk9cdAGfXmMcin2Fu2yFzMaRfk8zbQx61,25.6852,6.4213,0.00000398146,12.5
5FWLvbv3vCCcWsmwaryei9UnNWFMskTv6jfZ65kUd4vTdBVV,20.54816,5.13704,0.000003185168,10
5HpzJgwv9woBSC8wYBeSbUNRrviJaYtW7J1LyTkWRF7tJvTn,10.27408,2.56852,0.000001592584,5
5EpyAZzTaHEvf6ZzGwB1XWBKbQbT6J3Q8z7uthigURbt1tDL,205.4816,51.3704,0.000031851686,100
5CGE2CegWWkau6sgqNFWh2rTKnjWr9kv4rA3Txnki1ppKLHh,10.27408,2.56852,0.000001592584,5
5E5ExgMbTGVnuxrtrSVfrXHeHBPHuYaFRjFjMsZX5aADcuVL,41.09632,10.27408,0.000006370337,20
5CGQa8Pk38iC7FRufq2611D3baTbGhMgAQRJy75ngarXEmZ6,431.51136,107.87784,0.000066888541,210
5E7WYZGrzz784qCMsrmCQbFYW3Kz3hisjtioAaGgfsGCuKmD,20.54816,5.13704,0.000003185168,10
5CkRLk6FtLhU6PJJnchasSKkzTWMcsK3Pi7A8DCmkJKD377f,123.28896,30.82224,0.000019111011,60
5F1x5wFRYH6LNpiGNDiWLCsDkFzC8BfPoP5DkNK42VhCyECh,10.27408,2.56852,0.000001592584,5
5GNzsA1Qf6JMuCR9ufJMdfnXyxxsHG8v1cRGhFBgxkmPN7UM,43.7675808,10.9418952,0.000006784409,21.3
5EjyKhtZwbRWyeQHv78nwLPoumSETvrMD7LvuUuiSagxDdFg,102.7408,25.6852,0.000015925843,50
5EoEerdBsn5biQUKFWDAub8dqBGW7wZ1CmTBqdSsHs85YavW,41.09632,10.27408,0.000006370337,20
5Hm9yJisS9zW6G5cJuPGE9RggMpSJ2X3wdfC6ZeeSrG2BBRJ,410.9632,102.7408,0.000063703373,200
5EvTreGqGLQaUwTKihtSW5iGrtybAubuLi5rnHkkJAPanaqd,24.657792,6.164448,0.000003822202,12
5G6hMpPngHV6SsarArxVHD1utMmeDKGppVSSiUbCDAdNbGdD,24.657792,6.164448,0.000003822202,12
5GgbDJ38fA4E2VXXYSfNLtCiz3oidsXDSt6N1rj1ZK5F17t7,16.438528,4.109632,0.000002548134,8
5DLPefzgzv3d7AoQ4NTGtyopNX9UhiNzyVHeC5rAgR5ks6j6,18.493344,4.623336,0.000002866651,9
5GsnDfQndACNzwDoq6JLXp4rcwXN6nU6ws8rcW8G5PUybf3Y,30.82224,7.70556,0.000004777752,15
5DodeAzD2fiJyYNAEhtHjDAFsHDZEkirBbJTrNFUXGhqiG3P,45.205952,11.301488,0.000007007371,22
5H4LAZ5ogNKLtax4eLvrBFs9nCGuSUdHLKTW2yTsPVJdfmeM,154.1112,38.5278,0.000023888764,75
5GpL49H4Uw72yMiNgCw6g4XRZHaV1gZwBKV7DPe5LtXCMDtL,10.27408,2.56852,0.000001592584,5
5DMEcjrcG7B1xYZcRyqMpCckJN1uTLh88fahAESfe665HcWM,10.27408,2.56852,0.000001592584,5
5Hm8hDhfZj75WCYP5hLF4YesqdiPPmJ7Y7zYedUTJSrkAVyh,102.7408,25.6852,0.000015925843,50
5Ckv1VJSf81Dkju3ws4WNk4tqJeq2iZkPUkhUQA7g1ZWw9W5,817.816768,204.454192,0.000126769712,398
5D4oUQ3YPCnhZDm1H5HsMw4iN6vSQ3P8wnEX9zFLWQq8fZaX,82.19264,20.54816,0.000012740674,40
5GnacFKRFP8GnRYyZLuYwXcSETdyH7UbF49aZRUMstUkL7Sm,408.908384,102.227096,0.000063384856,199
5GFB4HNayp8YxqCesFMCFs78hMzzKrTMTjSFgBGNr9SCwbeu,98.631168,24.657792,0.000015288809,48
5DfjDz3E3TpPoxgtxVDuz6YHN6ziaYnLNwWRa3eN4GYV5n9V,82.19264,20.54816,0.000012740674,40
5E4Ai5yW6RTGyMjzcyTsLU6nvAVkJ8C3HL2iYwM54uFVodxV,41.09632,10.27408,0.000006370337,20
5DLMYSNmLEJujq5LQRSriBxC6z5sUJdaTQNcfsW6XrN3Bvf5,41.09632,10.27408,0.000006370337,20
5HagJMhSUDje3ZXuKnQmDtdBeLVVL5AovCZ8MQqXvDru5iRM,10.27408,2.56852,0.000001592584,5
5FH1Ug1Egkx3XFwjDrdZQ2tcixUyrCns3GEpEGGa7PcDLcTt,256.852,64.213,0.000039814608,125
5ExpqLW1mBsJEWJTHqWUjw9JbgfhDL1e8cr4sLE6FxydRYra,16.438528,4.109632,0.000002548134,8
5Dhm6JJC1S6LstENB3B2pQMUEi6MGkS5oZ6S52dYeZgdcPVm,49.315584,12.328896,0.000007644404,24
5EZuAMYB5FKzhdCLj7kF8n5CkE1rUxXSX1spYMj39LYpc7mh,308.2224,77.0556,0.000047777529,150
5GTC5N6J7JwbWa9tPHXMPhme6sZuZ61ZdFkUdcZecyUMebmm,20.54816,5.13704,0.000003185168,10
5DA7gBmGgiKNZf1SN6tDSKvefF2t3actdkMd4x9pRh2v296o,61.64448,15.41112,0.000009555505,30
5FeJeCRczYUz6Bvo8SffYh5uXyruyC27zVUKvmAeUbWNK2D7,44.178544,11.044636,0.000006848112,21.5
5Fe5Y7vXdrmAwuLwpSXKhahdyZDMyTXXksxjp7iqvUZ2KLzb,20.54816,5.13704,0.000003185168,10
5HCGKYFp4RyJxNd6RZWj6P2kzuTBvAx5k1z9Smq1Z1d9hRSb,102.7408,25.6852,0.000015925843,50
5EEmwVicufY8BJUUHS5bm9qHtfmWdHH5dzNhYDPtxwyC2xnB,61.64448,15.41112,0.000009555505,30
5CSraWV27UWaFH8KYNiK5ApthTv4PBRGY1PYdMxSScN91CGU,10.27408,2.56852,0.000001592584,5
5Gn4rZcPqqn4nsVYaK7EFBgTEAKYRWrRkufJB32JCu5uWHV4,10.27408,2.56852,0.000001592584,5
5D7oqr8qTDfKFsKSEBRAaqY5Yh5GFfNR17vZMojVzeDkgifv,61.64448,15.41112,0.000009555505,30
5HgwJCQpqepUeh2SDqw1sMLoaAxF28hS4veALqcmK4PVv3Rp,10.27408,2.56852,0.000001592584,5
5Hn46EB4iZbe4zzhapQr2FG7Zmakr9anMr5XorMV1F4zdD39,207.536416,51.884104,0.000032170203,101
5HK8VqEo2KCLLfRtFQVGvrHEmdxyP2hVeh1Bge9RysSHANrs,20.54816,5.13704,0.000003185168,10
5FeatXDPidDbWPTpV18dyPQipK7rYPGbc8rfDR2btJXyND8m,16.438528,4.109632,0.000002548134,8
5GWuzAsfLoRXEGuxRK27tJBgXdkYDS41Yi3GZMQTcszFgvUG,10.27408,2.56852,0.000001592584,5
5HY2HJpndeopzrtvQVLpm9sUbjraQrStoY1C56gW8hvj5bEM,205.4816,51.3704,0.000031851686,100
5HnQRmi6QvcGjgc37zBpAPMW5KWf3A38Lz2AKSrEzugC7KEy,20.54816,5.13704,0.000003185168,10
5FC8UMzVBJaokN9tQhxtJmJJN4ThR2mohhMN4VV7Hq2QK6Eg,4555.527072000001,1138.881768,0.000706151889,2217
5G9dVs2vDmeVbvtZLAeCw2D4WkEJS2XhYaYEzyPf4cY5b8v3,10.27408,2.56852,0.000001592584,5
5C5VwYKjuNeSfCix8ua81GVuBfZygj1yaKQcmtL7PgmrKsA8,23.630384,5.907596,0.000003662943,11.5
5G1Nq3X6oKi6bAvWyTrx1x6Sjrop344FhGrvtZ3yFRF8U5Yn,61.64448,15.41112,0.000009555505,30
5DfCjEYq8LnCskA7eEuyrcNU85sX1BWJh6uTdAWGfQZ74AVB,11.0222385056,2.7555596264,0.000001708556,5.3641
5H8VokKZjv6X7uuynNLuY3CDHeqZ9DzvkrtGcp7Y11oaXayz,20.54816,5.13704,0.000003185168,10
5CZk216F27CAWbpMv5aMcgGw9weD1JuKB2faC9E8BLvhembs,82.19264,20.54816,0.000012740674,40
5HEJEDCjVQF4WDnJFCZ3Fo56fVyaRoxRMw1NXoJcmHHT19t7,20.54816,5.13704,0.000003185168,10
5F2KCFqyfLCsKKaqGUx2xnfYTu37JznJS8SyJ5s8F9jkJ72E,20.54816,5.13704,0.000003185168,10
5Dkxp6T9im9be5Ky527p8coicL5vnAMk6ydYtP4xhdeDk88P,10.27408,2.56852,0.000001592584,5
5D7kL6UEYw4kh76nyXUXaaavDuzxKbD5hijUvDLQvYVQuAhA,20.54816,5.13704,0.000003185168,10
5CaNUzeJWLoUX5ETvfDfqSTcaUfvhomp4aCC5BVpKWqFGtbY,10.27408,2.56852,0.000001592584,5
5EZrCn6txDB4Tj6Q7FG6YSba1KahZ5vckLpfDeRJAgNHLK2e,10.27408,2.56852,0.000001592584,5
5Cd76UZvBdNjAfgQ6vRLQXrZ3ueDrzc1xTnXhVg6ykCcxFfW,20.54816,5.13704,0.000003185168,10
5DHcrTNMTPQjg1Ab3Vhc2BE5ax4jg5mfXLzfqKzAphoamR2t,20.54816,5.13704,0.000003185168,10
5E79H6SDYyzERbRjoeZt8rj4tpvaqNsUdqepSaqmZrVqirB8,10.27408,2.56852,0.000001592584,5
5GCBCd6yiMmnr5NbFgoiSSa3UBdYLiKMv1VFLhUkrWQ3VNZv,57.534848,14.383712,0.000008918472,28
5GvL6vH1oVWjFXhA7R2shhLRya9rEw58bmcCHJnRah7QfZEd,20.54816,5.13704,0.000003185168,10
5FgxvHuoBD8S43MatRxrxdQHevjdGTGHACJx1npzNTee2ksn,513.704,128.426,0.000079629216,250
5Ckc2VtYvGt8VatvN7yxK3e8DorXJ4RxdrYfpJMcMhe5jBMi,61.64448,15.41112,0.000009555505,30
5H8grVkrMDT7B3ykb3jnu1VC7CA46E82wZVWLKvKnU7xxva4,10.27408,2.56852,0.000001592584,5
5EhWmQwjMVezTiZNRvD39WQuGjZBhKPiDfYH3gwRKNqQT6uW,12.328896,3.082224,0.000001911101,6
5DXA9PDfmnKsuJnbuEefefiVizgnwjMNnZBMGoLDTxb9J5JV,2465.7792,616.4448,0.000382220238,1200
5Eo1LDoHT5rM5P7TnGz3cNhNERCvjbEFMi4wjEk8vSPpSFvD,10.27408,2.56852,0.000001592584,5
5CQDyb1VVMp5DroGuwHnxY9bmhiifmMyGtqFPMyVmnkENwEQ,102.7408,25.6852,0.000015925843,50
5GCHHi9L7im9NbGLVWX5ycPjBvo7YKfCrda6Y3wUEgcU1Nda,20.54816,5.13704,0.000003185168,10
5GHTL1YKJD29B6L9HaVRwfTmUGQxnYCgZHCoGqXfGtjHq2Xv,20.54816,5.13704,0.000003185168,10
5HpUbwxqcgR7HXuP53KaoU3eYRCkfAWGLmoU8V7voMg8WcY8,20.54816,5.13704,0.000003185168,10
5DG4Ub2evNXzGgDUH7mzF5MFWCT7XUEXN8aS4fEFVoPkLqxB,10.27408,2.56852,0.000001592584,5
5FRwaXMJxrCLGDWFoaSAfjSTq1KfQ8eSVDUTrut5EdmVWmSd,53.425216,13.356304,0.000008281438,26
5Cg76nNyMMzCjCd4d6wnchm55aPLy8Q3MeoGccmdJe1LSXZJ,61.64448,15.41112,0.000009555505,30
5E2QkjEiVChPSHFAZvyBdd6mV72y3oUA4ZYfxHcC5qmKT3S2,30.82224,7.70556,0.000004777752,15
5GYzXWMchBnB8BCxuC8qA6Dobn9xnxgLiDDcN9mDcGf5CWti,71.91856,17.97964,0.00001114809,35
5DUSC15y8wuf5KSnwj2bNFvKY4dZ9fnKXoHPCumuk6wZMEhm,10.27408,2.56852,0.000001592584,5
5ChcaPL3uJ1CLmbBccz3ge5hZfpFSb8ihdnMc94LKQg8Z7FL,63.699296,15.924824,0.000009874022,31
5ELzyRaavayDYEGbojfV7iLKsgqBzuZEx9YQ1Q17fqdyaDRv,32.877056,8.219264,0.000005096269,16
5HjLzCo2dXULAuvgNhj3AjKScYSMLrrYPL1TBeHDBBKkQkzB,24.657792,6.164448,0.000003822202,12
5H8kzJBymPF6TuGCgtbckN7sjMKcCYmgwRc1ZFEoV6xganud,195.20752,48.80188,0.000030259102,95
5GBqqt3tjadQ4Qeagyo66TtPtSpkGi3cGVqXqoTKV4dM82w8,41.09632,10.27408,0.000006370337,20
5FQzFrvPViZHgRZBiKuLUEbRBuaHzfEduWxbQiH7Y1wevWTu,102.7408,25.6852,0.000015925843,50
5CB3GfghYhJMTVXVNA2Dh7KBqcdxgNdLZqay86kB7eX8zdqm,20.54816,5.13704,0.000003185168,10
5EFUhRv12oK8mfKwER6GUp7WUXvUGdBdqkuhkLgnTVFArScQ,10.27408,2.56852,0.000001592584,5
5HVdJw4jq5dQK3CM2qTXno3SnJL16rB4p4NvM5aQcx4bfpCd,484.936576,121.234144,0.00007516998,236
5HEkspu1Wx2ZsgvufNsrzzE4BDuY4ZfKv2X7dQ5qRwxJ73YB,20.54816,5.13704,0.000003185168,10
5CYAmj8muYWvCsJfeZBmUaryXvygLBoSxH4NjbFCjPvwTpiS,102.7408,25.6852,0.000015925843,50
5GnZawjFJacTxj1uiuJX9H69HEom67GmPPQLW8i2WMPqj1NM,20.54816,5.13704,0.000003185168,10
5C5AexKdiX2ARTC4ZcQxv8VmZQcz8JWyy8F2rMjDaUUCyjRf,30.82224,7.70556,0.000004777752,15
5G9smbMzy6DFqxJJvYw1qNjj2uRGKUzfBkfctpkPVK7BqzxW,30.82224,7.70556,0.000004777752,15
5EZn58exBCUHJU2Bt6PYY68C2y1M76pXzk5tpE2oc19VKHUm,10.27408,2.56852,0.000001592584,5
5DUXdnCxmt3jEJzxzn1PDnwqhfoasJe38uV4w7hkxi7XHEp9,2231.530176,557.882544,0.000345909315,1086
5DJ3oPuvkisWiqRYspFSdcDvjCxKu3oq55cTaUMzL4W1uDse,10.27408,2.56852,0.000001592584,5
5CBBn2pUcX5B7K4Xpcg6i4VHGiKjVZHQsxHVWce7LgRnigPy,283.564608,70.891152,0.000043955327,138
5H1KgAvN5VPVbtXxzqYTv5PPGESjrj1rJD3ownDQ8fhMqx48,16.8494912,4.2123728,0.000002611838,8.2
5EWxyRcGnY9eq3MEZHrGnf1YGLGD7pKFLYBxoU9QxZ2ouWaj,246.57792,61.64448,0.000038222023,120
5D4Ye3MqmtkW3sGcz79cZcaHCmC2SyvaBhbhAcnMDBw5Xw9f,832.20048,208.05012,0.00012899933,405
5GsXoAPvaRW2i2xqC4MxUjHewxsQ7GkKVXbfm9BQdUSCttbu,10.27408,2.56852,0.000001592584,5
5DRZbMt4GkXFfUkfgkAQ7EVdBzqnw3yi1EFJcZ5F8ssaT8tV,30.82224,7.70556,0.000004777752,15
5FQreNFLjzqTAVmHR2vmvD6qUykG1fBonk9pUNtmgCZd1Pt1,10.27408,2.56852,0.000001592584,5
5GejBaDf9dztMjaJMmGDWVcsc6ZC91K88iqtczhRD4Jf8GEx,201.70579396216,50.42644849054,0.000031266399,98.16246027
5DJ59Lo1pkRGoPnFq1Yd4rG782ES3yddKvMKnNXYok9WbBkV,20.54816,5.13704,0.000003185168,10
5FkBY2msproaSUeGxJCtYKjmETn3pQUWfS9F76Pwrmecgm7n,108.675149683771,27.168787420942,0.000016845726,52.88801999
5GpenesbPmB7mi6Uq66undYojArBVurrM1uiA5KXZuph8TqK,102.7408,25.6852,0.000015925843,50
5G9YQsA38h9qnQLUJapWenkbzTRmWTpCUnxd8eMnXBuHhwsM,102.7408,25.6852,0.000015925843,50
5DHmL7N2hrMWvXXsJMEBoSGbByoaKczEwThkqiMdyRPhcQtx,94.521536,23.630384,0.000014651775,46
5H69TojsiWXcjsoHPJVdHM9Yto7kZ3nEXGbHpYexd3sGh13e,10.27408,2.56852,0.000001592584,5
5CfXsW6fk1XcxFHiLA6hnBgZJ8XPKHLXkC1LPk18jHy2i3TN,12.328896,3.082224,0.000001911101,6
5FZcpKmPwH72tqmFYchdkdxzRi49rfLrqaEmoqnyp3UUM65m,10.27408,2.56852,0.000001592584,5
5FsLLHhcB1JjhbzDcHiMKCJJHbcG3MeGSQ6tkbRS7PqZDJaP,10.27408,2.56852,0.000001592584,5
5C5FVXyNopdcrgm8ub6QeniEk3WULkob8hrVZ36FjD8FnGvw,14.383712,3.595928,0.000002229618,7
5GWygKoE7TkrdBwgoht6omCUR3QKLmkoH41dcd4V8VJYtzNS,10.27408,2.56852,0.000001592584,5
5EsqX3N7uz2wabn8KkyjqoqaniQMLCykuvmubtZ9WsDNjgbS,31.0277216,7.7569304,0.000004809604,15.1
5FW5SHVFkwVa3K1LVTvs3jL9vX7ZHuDVnxivvG5NqyBDZNf2,215.75568,53.93892,0.00003344427,105
5DHg5zz6HoQwV5SVXLbzfqJ4pFuEbGmgKCx38gpVjCKpvdfi,20.54816,5.13704,0.000003185168,10
5EhA3D9g7He1fN6EbvZbMNTEf4uGkL1p1duaekmUYaBiDopz,100.4484472704,25.1121118176,0.000015570505,48.8844
5FBefiv96JR1fDXNR8y55yTgrFXmGmMcdYQptFHGXojAZPM2,2054.816,513.704,0.000318516865,1000
5DUMjccyUVFEksRDh99AKmFYdnhpE1H5GAhh6AGtAzGnchw9,20.54816,5.13704,0.000003185168,10
5CwpwbnW1R9B5BJajt2aYFbH5wAMyWa8MJ8gN3G1ybvu6vbg,308.2224,77.0556,0.000047777529,150
5DSE8XaLqcFnhNBQor6Lt7Aw6iq4a8L6LKGUrBM2cWBuUYzW,164.38528,41.09632,0.000025481349,80
5EqhXYHLqH6uabnQahyULDt7imcwmMSQKrWRztTW7rpt45oh,213.700864,53.425216,0.000033125753,104
5ENkMtnbKLc8LysyPPW8VhwHAyFrwHpkPLLYZboVBeVB5TYy,982.202048,245.550512,0.000152251061,478
5FeSK5No2QtfW2kg6kdCzPB2AeyUdkzujDJBeLyUbAdBRpQk,102.7408,25.6852,0.000015925843,50
5G6gQZhgaipKD21nxkcRyL6uWqwGUaRkV26RTucUaXoRwqcT,3082.224,770.556,0.000477775297,1500
5HQG2MRavGAZh9UxEkYhBBfb7kig4zqJBeuGcVQTMasoEPhd,410.9632,102.7408,0.000063703373,200
5ETmtJUxaEzXxTrZt5LGZfLZ3CLa4ZTXLppgndvoLoyMu6Dn,154.1112,38.5278,0.000023888764,75
5EPSqoUmiDdUZGHYuLX3Z9rao5kBgRhzaNx6p6e8BWakMNCZ,61.64448,15.41112,0.000009555505,30
5CAkWTCQXpE58LT7EmF71KERAvRuvf1FnUS2QqP566xdmcEq,20.54816,5.13704,0.000003185168,10
5DZMRWgZC12q5TsBwBUq3ReGo3N8EtyqTnKUbCNKztndAcBy,400.68912,100.17228,0.000062110788,195
5EborkSq9RnWZTHpP9Yh8BdnpVmGfCL1bPRWVFTMPxKtJk1U,30.82224,7.70556,0.000004777752,15
5GEGMHzmkdZ2YCPQVH1FRb3rgjfBPhyh3yUJB3KHso933cy5,10.27408,2.56852,0.000001592584,5
5Fgr92VdyoM1xUV9z9JN7jejyV1oGBNt9ZkNkNtfu1mEkZoY,469.443263154518,117.360815788629,0.000072768362,228.4599999
5G8upK4ckHWcacs3uTHPKaT2m1CY78zQHGSQRkgf2CEiqSf1,10.27408,2.56852,0.000001592584,5
5Hf18Kgf3gqhvVtsXp5gFAEkG9ehqVW9Q9yxg5CTxbYGyd3J,100.647106878197,25.161776719549,0.0000156013,48.9810799985
5Fhj2F7gcDMBZX2e1xy6dFUUbUVwwezbDvrtkUN44ZkiRTaU,12.328896,3.082224,0.000001911101,6
5GEvo4QCDhWzFFdwJrj8mccTeLNFy6DfPJXWe8jHXbhiMvDL,119.179328,29.794832,0.000018473978,58
5DfK73QtwCEPxjDv5sj7NhteEE38mg3GNGgiiNcydwv9VcmF,164.38528,41.09632,0.000025481349,80
5D2954Hpb8GCh8hdNTrGy23Zo92fDzEzA9NszGjBPyezoXzH,205.4816,51.3704,0.000031851686,100
5CFwxZk2JpmjrXUmvpcUovP3VRDftLzvb5cm2W1n5193REzS,81.165232,20.291308,0.000012581416,39.5
5FRZUaNPwyqxLXJ7a7Jxu6UGWJrTuxia7hBvu1cMhLtBkqYd,10.27408,2.56852,0.000001592584,5
5FCdHLCJvCqGo497akq3odVq7qGxEHjeuydqhvjTDzZBGeXo,20.54816,5.13704,0.000003185168,10
5DPADubNSvi59RG1sX13wk1GSJBMHAAd5aMC5JZ2AbN6dDCz,10.27408,2.56852,0.000001592584,5
5GEftTZ96DAMVniDkBFewnW66Esvq1SSa9RaJVSegzwC8KUc,61.64448,15.41112,0.000009555505,30
5DX1WTc1c2g3XGM4e6fDhNSXiHGnv6mE4qPRckc69QajRXfR,20.54816,5.13704,0.000003185168,10
5DS1ygjoNECEpTvkSTSDeMnWQPtqoekhtAW12d33kZn3UndC,10.27408,2.56852,0.000001592584,5
5FcCVjVHEqMSGrMjAyNb5FTfG9zEQGkuQg7xWgECLrpLr54Z,61.64448,15.41112,0.000009555505,30
5EX91LmuDGLoig847fiTS3pCAyrB9Tnju7AwUdZ979HZsV2t,410.9632,102.7408,0.000063703373,200
5GisLEQbt8Enz7pm1KxqDy3dwrXQhJyZkGd1N1d2mozYfCVp,33.0825376,8.2706344,0.000005128121,16.1
5D9mmSoCd1d9umnHpxE8L4J8Deq9XsV4Ztvg7Kyq34RzGSoE,1050.7646825088,262.6911706272,0.00016287895,511.3668
5DaUn7BbLYmoPVtA52jyUxfq11fvsk5h1U7tkuX4Ki2BVBAk,22.2947536,5.5736884,0.000003455907,10.85
5CfGMwW2T23CorxeMLfg7TBiynY7A738WrvHz4RgBqZkQfcy,82.19264,20.54816,0.000012740674,40
5FZB46NyDBzQbrXHQ3XmfhYneJHUKSvg4Q7YxgZqi6qmDPtP,10.27408,2.56852,0.000001592584,5
5D8EhK6VGHkgvBCMvq2CNa9oo7XHatbWGUxLKvK6mBeypaum,108.905248,27.226312,0.000016881393,53
5HSvNE1uMKj2Z7FcRAre9a6hMbAtd2qrSQhP1ZjhCLzcNG79,51.3704,12.8426,0.000007962921,25
5DHZb9atYHQM1mkpwsKs1K4vWDzTSRAQ7m4z2t9RNvpPbWza,4109.632,1027.408,0.00063703373,2000
5GWC74TG9p2tPhfNpjJsd4gYRY6QSkQyMVehiXhGcmHdNmVw,4109.632,1027.408,0.00063703373,2000
5C4vjdcfAXqCSCsN3drWp5TnTFbXfuVccDJgiGAQvLJ69dXD,10.27408,2.56852,0.000001592584,5
5CJmopmDAYkK3hUB2PwUpGVu5EcQZFAkp5QmzfjVSt4SmSM8,27.5345344,6.8836336,0.000004268125,13.4
5DvGq78tQXeJYPV8amjmQMwGAjBTK5NFbHJs9pzZPXgCWCB2,10.27408,2.56852,0.000001592584,5
5E7DtA5L8fiRhZYoENqcSYkMUuJ85aePD9ghMQPyFXncAF6Y,234.249024,58.562256,0.000036310922,114
5GR9tWYpRqRheBnnqZzc3dkzgtN4BZdvzUEh7gu1VsHdRBxL,10.27408,2.56852,0.000001592584,5
5GvWN2392BaCqCSmdZJMuNfWiCj49kvqdoHoTcTL8WP9NnRc,10.27408,2.56852,0.000001592584,5
5GZcMtJLJoBpvNNrFaiWVM9XqQMutV9oBcbeq85gVmb9tNto,20.54816,5.13704,0.000003185168,10
5FbrF5bk9GcAW4X38bPbLBHF4dHLnSZxg2BCyu4pLSFvigQa,20.54816,5.13704,0.000003185168,10
5DUJcAqgXRAEgJhYFkpND6GGSXWPTva4ZJMxqVu5jaNBdb9e,10.27408,2.56852,0.000001592584,5
5GbC4ur1Wwgo2b9jwNDAmvPW5RaQuuTqozSLYWLRwhPkc35E,410.9632,102.7408,0.000063703373,200
5HSso88qHfGqys29kdggcPBYsgoAKvdsTAqHZ9ve9RALWPGt,143.83712,35.95928,0.00002229618,70
5H419REYGMPF5y5KxAVTEd2XGvjSN8VR7eWvgzVXeeASFiJP,205.4816,51.3704,0.000031851686,100
5FYfwrVwYtukadyUwN56yxKy3ST4VB6ieKJpmSgdaSqxttRQ,102.7408,25.6852,0.000015925843,50
5Dttoeg1jsxK1pHK8Anx9n5ZLCWtwJpim11vTjeYSDjhZfca,828.090848,207.022712,0.000128362296,403
5DG97YQxJwLUUZjBNqYfom7etV7NNRwHoFaUtYP7Yub1DewD,41.09632,10.27408,0.000006370337,20
5FCWeSGbaZYbJtD8u9VDBNTgwVen7uJzNDe4pmADLRisbz7S,51.3704,12.8426,0.000007962921,25
5DD7sP68ky7mman6RuXJn2jyNGZkTapfvcfRRMhabzsPXrqz,10.27408,2.56852,0.000001592584,5
5CwUe1WCFLSbv2rBRsoRARHBVyVxLfeduPpGCow6nbjyQiAT,41.09632,10.27408,0.000006370337,20
